t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still
18973859,-0.051,0.120,0.065,0.006,-0.003,0.004,-83.511,-284.688,390.891,155.286,-10.967,-96.166,1,-0.0405,0.0106,-0.0167,0
18973906,-0.109,0.033,0.132,0.013,-0.003,0.004,-83.511,-284.688,390.891,155.286,-10.967,-96.166,1,-0.0199,0.0083,-0.0069,0
18973953,-0.134,0.047,0.186,0.016,-0.001,0.003,-83.511,-284.688,390.891,155.286,-10.967,-96.166,1,-0.0199,0.0083,-0.0069,0
18974031,-0.036,0.038,0.157,0.018,-0.002,0.004,-78.573,-285.932,392.276,158.655,-11.903,-98.182,1,-0.0199,0.0083,-0.0069,0
18974171,-0.036,0.065,0.222,0.012,-0.000,0.000,-78.573,-285.932,392.276,158.655,-11.903,-98.182,1,0.0136,0.0010,0.0056,0
18974265,-0.161,-0.207,0.203,0.023,-0.003,0.003,-69.092,-288.243,395.672,165.054,-13.119,-101.770,1,0.0568,-0.0109,0.0208,0
18974375,-0.038,0.010,0.143,0.009,0.000,0.001,-69.092,-288.243,395.672,165.054,-13.119,-101.770,1,0.0568,-0.0109,0.0208,0
18974453,-0.277,-0.111,0.176,0.019,-0.000,0.003,-59.915,-290.058,399.497,171.116,-13.536,-104.901,1,0.0568,-0.0109,0.0208,0
18974546,-0.053,0.030,0.113,0.007,-0.001,0.002,-59.915,-290.058,399.497,171.116,-13.536,-104.901,1,0.0874,-0.0197,0.0326,0
18974609,-0.195,-0.101,0.130,0.008,0.001,0.000,-52.098,-291.318,403.267,176.116,-13.411,-107.056,1,0.0874,-0.0197,0.0326,0
18974687,-0.102,0.133,0.033,0.006,0.003,0.003,-52.098,-291.318,403.267,176.116,-13.411,-107.056,1,0.0879,-0.0194,0.0352,0
18974796,-0.078,-0.048,0.071,0.007,-0.001,0.001,-45.628,-292.049,406.603,-179.905,-12.997,-108.363,1,0.0652,-0.0125,0.0296,0
18974906,-0.041,0.061,0.074,-0.002,0.006,-0.000,-45.628,-292.049,406.603,-179.905,-12.997,-108.363,1,0.0652,-0.0125,0.0296,0
18975046,-0.201,-0.044,0.024,0.007,0.002,0.002,-39.462,-292.509,410.026,-176.245,-12.438,-109.148,1,0.0652,-0.0125,0.0296,0
18975093,-0.154,0.038,0.060,0.003,0.004,0.000,-39.462,-292.509,410.026,-176.245,-12.438,-109.148,1,0.0354,-0.0041,0.0200,0
18975140,-0.121,0.116,0.090,0.001,0.008,0.000,-39.462,-292.509,410.026,-176.245,-12.438,-109.148,1,0.0354,-0.0041,0.0200,0
18975218,-0.151,0.136,0.061,0.005,0.006,0.002,-36.842,-292.660,411.601,-174.690,-12.177,-109.467,1,0.0354,-0.0041,0.0200,0
18975359,-0.071,0.167,0.125,0.008,0.002,-0.001,-36.842,-292.660,411.601,-174.690,-12.177,-109.467,1,0.0061,0.0025,0.0081,0
